Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Chettaniki Kallu Levu,1981,141 min,7.6,79,"action, drama, crime",telugu
Amudhey,2005,130 min,6.4,0,drama,tamil
Vishnu,1994,150 min,5.6,69,"action, crime, drama",malayalam
Bukur Majot Jole,1999,,6.4,0,"action, romance",assamese
Crisscross,2018,116 min,5.6,321,drama,bengali
Chathikkatha Chanthu,2004,,6.9,517,"comedy, drama",malayalam
Crossroads,2019,143 min,8.0,2110,"crime, drama, mystery",kannada
Tinnama Padukunnama Tellarinda!,2008,,6.4,0,drama,telugu
Pangaali,1992,,5.3,6,unknown,tamil
Aamna Samna,1977,,6.4,0,drama,urdu
Resham Ki Dori,1974,139 min,7.0,49,"drama, family",hindi
Ovagi,1975,,6.4,0,"drama, family",bengali
Bhagat Gora Kumbhar,1978,,6.8,8,"drama, history",gujarati
7 Saal Baad,1987,127 min,4.1,34,"drama, horror, musical",hindi
Gangs of North East,2017,114 min,6.4,0,thriller,hindi
Phool aur Insaan,1976,,6.4,0,romance,hindi
Ullas,2012,,6.4,0,drama,bengali
Churiwala,2001,143 min,6.7,6,"comedy, drama, musical",bengali
Baba Sathya Sai,2017,,4.3,7,biography,telugu
Goonda,1984,137 min,7.0,46,"action, drama, family",telugu
Kaal Purush,1994,129 min,6.4,0,drama,bengali
Aliyan,2020,,6.4,0,"short, drama",malayalam
Basti,2003,,7.3,26,"action, crime, drama",hindi
Director's Special,2013,,7.4,105,"comedy, drama",kannada
Atmiyo Swajan,1998,152 min,6.4,0,drama,bengali
Devanthakudu,1960,180 min,6.4,0,"adventure, drama, fantasy",telugu
Bhalobasar Pratidan,2001,174 min,6.4,0,"drama, romance",bengali
I Am Banni,2019,130 min,6.4,0,drama,hindi
Policena Hendthi,1990,155 min,7.4,9,drama,kannada
Wehshi Jatt,1975,128 min,6.4,10,action,punjabi
Agnee,1988,153 min,5.1,29,"action, drama, romance",hindi
Pratigya,2008,,6.4,10,"action, drama",bhojpuri
Bulbul,2019,116 min,5.9,130,drama,nepali
Minimolude Achhan,2014,128 min,5.3,15,"drama, mystery",malayalam
Gurudev,1993,147 min,5.0,145,"action, drama, romance",hindi
Kulamkuthikal,2014,,6.4,0,drama,malayalam
Janku fudo,1997,82 min,5.9,145,"crime, drama",urdu
Boss Number One,2011,157 min,4.4,14,action,bengali
Lathi,1996,160 min,7.8,62,"drama, family",bengali
Chiddiyan Da Chamba,2019,,6.4,0,drama,punjabi
Letter from Your Far-Off Country,2020,17 min,6.4,0,short,urdu
Pyar Ektarfa,2019,,6.4,0,thriller,hindi
Maaya,2014,120 min,6.8,28,thriller,telugu
Alik prem,2018,,6.4,0,drama,bengali
Nai Zindagi,1969,,6.4,0,action,hindi
Acid Factory,2009,108 min,5.0,670,"action, crime, mystery",hindi
Joker,2016,130 min,8.4,3167,"comedy, drama",tamil
Khuda Kushi,2010,70 min,6.4,0,drama,hindi
Mangathaayaru Tifin Center,2008,,2.7,15,comedy,telugu
Koottukar,1966,,6.4,0,unknown,malayalam
Vedala Ulagam,1948,,8.2,9,unknown,tamil
Hello Memsaheb,2011,145 min,6.5,133,"comedy, drama, romance",bengali
NH 37,2016,93 min,6.4,0,drama,kannada
Laloolal.com,2016,,7.7,15,"drama, romance",urdu
Pahali Nazar,1945,,6.4,0,"drama, family",hindi
Nag Devta,1991,,2.3,24,action,urdu
Bhanumati gari Mogudu,1987,145 min,7.6,14,drama,telugu
Shikleli Baiko,1959,,6.4,0,"drama, family",marathi
69 Opposites Attract,2011,96 min,6.4,0,comedy,hindi
Tyagi,1992,145 min,5.0,53,drama,hindi
Aao Pyaar Karen,1983,,6.4,0,drama,hindi
Aa Naluguru,2004,141 min,8.6,2790,drama,telugu
Sendhoorapandi,1993,138 min,7.7,90,"action, drama, romance",tamil
Main Kya Karun,1945,,6.4,0,unknown,hindi
Attakkalasam,1983,134 min,6.4,25,"action, drama",malayalam
Rabb Ne Banaiyan Jodiean,2006,135 min,6.9,70,"action, comedy, crime",punjabi
Maasi,2012,120 min,6.4,0,drama,tamil
The Lambirds,2017,96 min,8.2,6,documentary,nepali
Parvarish,2019,,6.4,0,drama,bhojpuri
Kunjikkoonan,2002,120 min,6.5,398,"comedy, drama, romance",malayalam
Devi,2017,116 min,4.9,73,drama,bengali
"Main, Meri Patni... Aur Woh!",2005,129 min,7.3,2126,"comedy, drama, romance",hindi
Banthrotu Bharya,1974,,6.4,0,unknown,telugu
Jai Baba Balak Nath,1981,111 min,6.4,0,drama,punjabi
Swapna-o-Sadhana,1947,,7.2,8,drama,bengali
PK,2014,153 min,8.1,165617,"comedy, drama, musical",hindi
Bhalevadivi Basu,2001,156 min,4.8,33,"family, comedy",telugu
Kakhara,2016,,6.4,0,documentary,nepali
Kaal Chakra,1988,,6.2,12,"action, drama",hindi
Roadside Romeo,2008,93 min,5.2,1335,"animation, adventure, comedy",hindi
Saat Samundar Paar,1965,145 min,6.4,0,"action, adventure, drama",hindi
Mahakali Ka Insaaf,2001,,8.9,84,drama,hindi
Kajer Meye,1999,151 min,5.9,21,"comedy, drama, romance",bengali
Naaglaxmi,1990,,6.4,0,action,hindi
Jyoti and Joymoti,2018,27 min,6.4,0,short,assamese
Neeya 2,2019,125 min,2.7,112,"horror, romance",tamil
Tevar,2019,100 min,7.3,24,"action, crime, thriller",urdu
Aayiram Vilakku,2011,,3.8,13,action,tamil
Muka Ghya Muka,1987,,7.5,12,comedy,marathi
Iyer in Pakistan,2020,,6.4,0,drama,malayalam
Mahankali,2013,,5.1,12,action,telugu
Alor Michil,1974,,8.6,71,"drama, history, war",bengali
Anubhuti: Taking the Legacy Forward,2015,45 min,6.4,0,drama,hindi
Aarudhra,2018,126 min,5.7,66,drama,tamil
Muqable Ki Raat,1978,,6.4,0,musical,hindi
Ranpakhre,1980,,6.4,0,unknown,marathi
Veerangana,1947,,6.4,0,unknown,hindi
Maut Ki Raat,2000,71 min,6.4,0,horror,hindi
Super Machi,2020,,2.4,18,romance,telugu
Halunda Thavaru,1994,,7.6,28,unknown,kannada
Moumita,2018,169 min,6.4,0,"drama, romance",bengali
Hu Tu Tu,1999,172 min,6.4,439,drama,hindi
Dil Fareb,2015,,6.4,0,drama,urdu
Uttarayanam,1974,117 min,6.7,29,drama,malayalam
Thathaiah Pelli Manavadi Sobhanam,1989,,6.4,0,family,telugu
Sivi,2007,,6.2,26,"horror, thriller",tamil
GB 25,2017,12 min,8.3,23,"short, horror, mystery",malayalam
Pahunchey Huwe Log,1986,,6.4,0,comedy,hindi
Ashanti,1986,,6.4,0,drama,bengali
Ramappa,2014,,6.4,0,history,telugu
Taptapadi,2014,126 min,7.2,8,drama,marathi
Upariplavam,2013,4 min,6.4,0,short,malayalam
Ram Jaane,1995,122 min,5.4,3675,"action, crime, drama",hindi
Dil Ne Phir Yaad Kiya,1966,,7.2,47,"drama, romance",hindi
Mathu Vadalara,2019,130 min,8.2,2972,"comedy, crime, thriller",telugu
Identity Card,2014,92 min,5.9,62,"comedy, drama, sci-fi",hindi
Aru Kunu Nari Gandhari Nohoba (No more Women should play the role of another 'Gandhari'),2018,,6.4,0,"short, musical",assamese
Lalteen,2017,,4.2,9,"action, drama",nepali
Aranyakam,1988,,6.6,100,"crime, drama, thriller",malayalam
TAILANGASWAMI,1960,,6.4,0,drama,bengali
Sher-E-Hindustan,1997,,5.1,43,action,hindi
Unnai Kodu Ennai Tharuven,2000,157 min,4.5,234,romance,tamil
Zindagi Jeene Ke Liye,1984,,6.8,5,drama,hindi
Padosan,1968,157 min,8.1,6323,"comedy, musical, romance",hindi
Siddhu,2001,,6.4,0,comedy,telugu
Bheja Fry 3,2017,,6.6,14,comedy,hindi
Hatya Kaand,1998,,6.4,0,action,hindi
Ethikkara Pakky,1980,143 min,5.1,16,"animation, drama",malayalam
Jhinuk Mala,1996,144 min,6.4,0,drama,bengali
Nuvvu Leka Nenu Lenu,2002,150 min,6.3,112,romance,telugu
Tumhi ho Mehboob meray,1969,,6.4,0,unknown,urdu
Vamsajyothi,1978,,6.4,0,unknown,kannada
Sugandh,1982,,6.4,0,"crime, drama, romance",hindi
Yathumaagi,2010,134 min,6.4,0,romance,tamil
Radha,1973,,6.4,0,unknown,tamil
Waqt,1976,,6.4,0,unknown,urdu
The Lipstick Boy,2021,,6.4,0,drama,hindi
Nandhini,1997,142 min,6.4,0,drama,tamil
Ulta,2019,123 min,6.8,744,comedy,malayalam
Pagol Manush,2018,,6.4,0,drama,bengali
Shwashurbari Zindabad,2002,160 min,6.1,105,"comedy, drama, romance",bengali
Roshan Ara,1932,,6.4,0,unknown,hindi
Munna Mawali,2018,,6.4,0,action,bhojpuri
Donga Ramudu & Party,2003,,5.1,29,"comedy, drama",telugu
Shegavicha Yogi Gajanan,2015,148 min,6.4,0,drama,marathi
Jagirdar,1937,166 min,6.4,0,unknown,hindi
Gramaphone,2003,145 min,6.6,272,"comedy, drama, musical",malayalam
Rusi,1984,,6.4,0,drama,tamil
Kusume Rumal,1985,,6.9,119,"drama, musical, romance",nepali
Kothoka Vintha,2013,,6.4,0,romance,tamil
Mister Tangewala,2011,,6.4,0,drama,bhojpuri
Dui Prithibi,1980,140 min,7.0,23,drama,bengali
Secret Superstar,2017,150 min,7.8,21334,"drama, music",hindi
Teri Talash Mein,1990,,3.3,7,"crime, drama, horror",hindi
Chup Chup Ke,2006,164 min,6.8,8845,"comedy, drama, romance",hindi
Yakeen,1969,138 min,7.0,83,"action, crime, romance",hindi
Alexandar,2017,117 min,6.4,0,drama,telugu
Idhayam Thiraiarangam,2013,100 min,6.4,0,drama,tamil
Awara Shehzadi,1956,,6.4,0,drama,hindi
Jatt Da Gandasa,1982,,6.0,7,"action, comedy, crime",punjabi
Khal Nayak,1993,190 min,7.2,3013,"action, adventure, crime",hindi
Bad Boy,1995,,6.4,0,comedy,punjabi
Kuberache Dhan,1953,,6.4,0,unknown,kannada
Jeena Chathi Hoon,1990,,6.4,0,drama,urdu
Budhiparamaaya Neekkam,2015,,6.4,0,romance,malayalam
Hum Naujawan,1985,137 min,5.3,68,"drama, thriller",hindi
Sunderkand Let love find you,2020,67 min,6.4,0,romance,hindi
Kalyanaraman,2002,126 min,7.7,1171,"comedy, drama",malayalam
Bhale Bhale Magadivoi,2015,137 min,7.8,3344,"comedy, romance",telugu
Devrantha Manushya,2018,123 min,6.4,0,drama,kannada
Ichak,2017,104 min,5.8,8,romance,marathi
Durga,1989,,6.4,0,unknown,hindi
Maa aavida collector 1996,1996,,6.4,0,family,telugu
Sati Behula,2010,120 min,6.4,0,fantasy,bengali
King for a Day,1933,,6.4,0,unknown,hindi
Niraparaadhi,1984,139 min,6.4,0,drama,malayalam
Rajakeeyam,1995,,6.4,0,unknown,malayalam
Master Plan,1991,,6.4,0,unknown,malayalam
Unpaused,2020,113 min,7.0,1903,"drama, romance",hindi
Thayi Ullam,1952,,6.4,0,unknown,tamil
Night Bird,1961,,6.4,0,action,hindi
S.P. Sangliana,1988,141 min,7.3,139,crime,kannada
Yeh Dil Deewana Hain,1994,,6.4,0,romance,hindi
Char A 420,2019,118 min,6.4,0,drama,bengali
Patay Khan,1955,,6.7,7,unknown,punjabi
Johnny-Walker,1957,151 min,6.0,9,"comedy, romance",hindi
Kyun! Ho Gaya Na...,2004,165 min,4.2,1714,"comedy, drama, romance",hindi
Mahua,1934,,6.4,0,unknown,bengali
Siritanakke Saval,1978,,6.4,0,unknown,kannada
Chakma,1984,,6.4,0,comedy,hindi
Oru Kalluriyin Kathai,2005,,5.5,92,romance,tamil
Brahmastram,2007,,3.1,15,action,telugu
Wafaa,1950,,6.4,0,drama,hindi
Lal Sobuj,2005,120 min,7.1,43,"crime, drama, mystery",bengali
Sanadhi Appanna,1977,170 min,8.6,54,"drama, family",kannada
Meridian Lines,2013,,6.6,89,drama,hindi
Angadikkappurath,1985,155 min,6.9,10,unknown,malayalam
Shambhala,2014,13 min,6.4,0,"short, drama, family",nepali
Rastar Chhele,1957,,6.4,0,drama,bengali
Dhoomakethu,1968,177 min,8.4,14,unknown,kannada
Hamen Bhi Jeene Do,1962,,6.4,0,drama,hindi
Shri Krishan Leela,1950,,6.4,0,fantasy,bengali
Incomplete,2017,120 min,5.5,149,drama,bengali
Noore Iman,1933,,6.4,0,unknown,hindi
Antham,2013,128 min,6.4,0,thriller,telugu
Talvar,2015,132 min,8.2,31663,"crime, drama, mystery",hindi
Theneer Viduthi,2011,,6.4,0,drama,tamil
House Arrest,2019,104 min,5.5,1457,comedy,hindi
Wohi Bhayanak Raat,1989,82 min,3.5,15,horror,hindi
Bharosa,1958,,6.4,0,drama,urdu
Nagaram Nidra Potunna Vela,2011,133 min,4.1,19,drama,telugu
Hotal,2016,,5.6,9,"horror, mystery, thriller",urdu
Saqi,1937,,6.4,0,unknown,hindi
Rishta,1954,,6.4,0,"drama, family",hindi
Jaundya Na Balasaheb,2016,165 min,7.3,101,"comedy, drama",marathi
Truck Driver,2013,,6.4,0,"action, drama",bhojpuri
New Delhi,1956,176 min,7.4,62,"comedy, drama, musical",hindi
Pyar Ki Boond,1978,,6.4,0,romance,hindi
A Little Wisdom,2017,92 min,8.2,35,documentary,nepali
Kadhalan,1994,168 min,7.2,1823,"action, drama, romance",tamil
Bahurani,1964,133 min,6.7,41,drama,hindi
Dakuaan Da Munda,2018,120 min,7.8,291,"action, biography, drama",punjabi
Hunkar,2021,,6.4,0,action,bhojpuri
Eni Oru Pranayakatha,1995,,6.4,0,unknown,malayalam
Kantha,2013,123 min,6.4,0,drama,tamil
Bedi Bandavalu,1968,,6.4,0,comedy,kannada
Gentleman,2020,144 min,7.1,290,"action, drama, mystery",kannada
Kajari,1953,,6.4,0,drama,bengali
Sare Nee Istam,2010,,6.4,0,romance,telugu
Jailor,1938,150 min,6.4,0,unknown,hindi
Janaki Sabadham,1976,128 min,6.4,0,unknown,tamil
Shanku Pushpam,1977,,6.4,0,unknown,malayalam
E,2006,150 min,6.3,329,"action, drama, thriller",telugu
Parvathalu Panakalu,1992,134 min,6.4,0,comedy,telugu
Bay Taj Badshah,1993,,6.4,0,unknown,urdu
Naya Raasta,1967,,6.4,0,drama,hindi
Ente Ponnu Thampuran,1992,,2.8,9,"comedy, romance",malayalam
Gauna,1950,,6.4,0,drama,hindi
Ayanaku Iddaru,1995,167 min,6.1,38,drama,telugu
Shalimar,1946,,6.4,0,unknown,hindi
Adhipathi,2001,151 min,5.4,531,"action, drama",telugu
Manasu Malligey,2017,152 min,6.4,0,drama,kannada
Hulla,2008,107 min,6.4,231,"comedy, drama",hindi
Refugee,2000,207 min,5.4,1860,"drama, musical, romance",hindi
Izzat Ke Lutere,1991,,6.4,0,thriller,hindi
Adibhumi: Home Land,2015,121 min,6.4,0,drama,hindi
Yahi to Pyar Hai,2013,132 min,6.4,0,unknown,hindi
Aadamkhor,1986,,5.5,6,action,hindi
Senti Aur Mental,2017,,6.4,0,unknown,urdu
Tomar Amar,1961,,6.4,0,drama,bengali
Thottavadi,1973,,6.4,0,unknown,malayalam
The Accused: Damned or Devoted?,2020,77 min,7.6,58,"documentary, history",oriya
Agora: Apo ti dimokratia stis agores,2014,120 min,8.3,197,"documentary, news",oriya
Scary Forest,2021,130 min,6.4,0,horror,hindi
Pappali,2014,,6.4,0,unknown,tamil
Piya Re,2018,139 min,4.5,38,drama,bengali
Phande Poriya Boga Kande Re,2011,170 min,5.9,222,romance,bengali
Sazaa,1951,111 min,6.2,36,"drama, family",hindi
Shivasharane Nambekka,1955,,6.4,0,unknown,kannada
Illangyan,2010,126 min,4.6,13,"action, drama",tamil
Thiru,2018,115 min,6.4,0,drama,tamil
Pinneyum,2016,122 min,7.1,89,"drama, family, romance",malayalam
Parmatma,1978,,4.7,11,"adventure, drama, family",hindi
Kashmakash,2013,23 min,6.4,0,"short, comedy, crime",urdu
Deepshikha,1988,105 min,6.4,0,"drama, romance",bengali
Kaali Maati,2021,112 min,6.4,0,biography,marathi
Ayyash Ladkiyan,1999,,6.4,0,thriller,hindi
Junior Senior,2005,,2.8,84,"comedy, drama",malayalam
Hello Hyderabad,2001,,6.4,0,drama,hindi
Time Limit 36 Hours,2004,,6.4,0,action,hindi
Thirumanam,2019,156 min,6.5,119,drama,tamil
Netru Indru,2014,139 min,3.3,21,"action, adventure, comedy",tamil
Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,97 min,5.8,795,"action, comedy, drama",tamil
Kanneerinum madhuram,2012,120 min,6.4,0,romance,malayalam
Kiske Liye Yeh Jawani,2002,,6.4,0,thriller,hindi
Mehbooba,2018,152 min,5.5,275,"action, drama, romance",telugu
Thatta Kedona: The Toy Village of Pakistan,2005,183 min,7.4,5,documentary,oriya
Raman Thediya Seethai,1972,158 min,7.3,38,drama,tamil
Vikadan,2003,,6.4,0,drama,tamil
Shokhiyan,1951,,6.4,0,romance,hindi
Rehguzar,2006,125 min,6.0,43,drama,urdu
Ganga Kinare Pyar Pukare,2008,148 min,6.4,0,romance,bhojpuri
Haridas,2013,146 min,7.1,185,"drama, sport, thriller",tamil
Atar Mass 2019,2017,,6.8,26,"action, romance, sci-fi",malayalam
Casanovva,2012,169 min,3.5,608,"action, romance",malayalam
Vanakesari,1960,,6.4,0,unknown,marathi
Oru Penninte Katha,1971,147 min,8.2,6,unknown,malayalam
Nandanar,1942,142 min,8.9,7,drama,tamil
Appayya,2013,136 min,6.4,0,romance,kannada
Cat Sticks,2019,94 min,6.7,149,drama,bengali
Thai Mozhi,1992,,6.4,0,unknown,tamil
Asambhav,2004,139 min,3.4,572,"action, adventure, drama",hindi
Ullasanga Utsahanga,2008,154 min,7.0,263,romance,telugu
Lagan: The Dedication,2005,,6.4,0,drama,hindi
Aghatan,2019,107 min,6.4,0,drama,bengali
Saving Face,2012,40 min,8.0,1312,"documentary, short, drama",urdu
Hindustan,1932,,6.4,0,unknown,hindi
Bade Miyan Chote Miyan,1998,140 min,5.8,2745,"action, comedy, musical",hindi
Angene Oru Avadhikkalathu,1999,129 min,5.7,50,"comedy, drama, romance",malayalam
Arishadvarga,2019,132 min,8.5,95,"crime, drama, mystery",kannada
Maha Chor,1976,,5.9,42,"action, comedy, drama",hindi
Vidheyan,1994,112 min,8.3,854,drama,malayalam
Mumbai 118,2010,,6.4,0,drama,hindi
Khoj,1953,,6.4,0,mystery,hindi
Golpo Holeo Shotti,2014,116 min,6.3,363,horror,bengali
Kattile Chinthakan,2015,,6.4,0,drama,malayalam
Manithan,1953,,6.4,0,unknown,tamil
April 1 Vidudala,1991,144 min,7.7,296,"comedy, romance, thriller",telugu
Urimai Geetham 1988,1988,,4.2,5,action,tamil
Lukochuri,1958,,7.4,36,romance,bengali
O Pushpa I Hate Tears,2020,127 min,6.4,0,"comedy, thriller",hindi
Navra Majha Bhavra,2013,,6.4,0,comedy,marathi
Madana,2006,,6.4,0,drama,kannada
Kunju Daivam,2018,153 min,7.7,284,drama,malayalam
Special Squad,1995,,6.4,0,unknown,malayalam
Mahayoddha Rama,2016,106 min,7.6,33,animation,hindi
Dhakam,1972,144 min,6.4,0,drama,tamil
Marudu Nattu Veeran,1961,,6.4,0,unknown,tamil
Ik Kudi Punjab Di,2010,139 min,7.1,54,romance,punjabi
Prem Samadhi,1938,,6.4,0,unknown,hindi
Unchi Uraan,1984,,6.4,0,"drama, romance",hindi
Jagga Gujjar,1976,140 min,6.4,0,"action, biography",punjabi
Salma,1960,,6.4,0,musical,urdu
Gauraiya,2014,125 min,7.0,64,crime,hindi
Janamteep,1974,,6.4,0,drama,gujarati
Hivade Me Fute Laadu,2016,130 min,6.4,0,drama,rajastani
Thanike,2020,,6.4,0,"action, drama",kannada
Chenna Kesava Reddy,2002,143 min,6.0,394,"action, drama",telugu
Biker's Adda,2015,124 min,7.2,28,action,marathi
Planning Devachem,2018,,6.4,0,action,konkani
Aakdan bhuladu,2018,267 min,6.4,0,romance,punjabi
Albeli,1944,,6.4,0,unknown,hindi
Bol Radha Bol,1992,164 min,6.1,754,"action, comedy, crime",hindi
Yakshi Faithfully Yours,2012,90 min,3.3,29,"horror, romance, sci-fi",tamil
Donga gari Swagatham,1987,,6.4,0,drama,telugu
Miss 420,1998,135 min,4.4,33,"action, romance, thriller",hindi
Nigah E Karam,1978,,6.4,0,drama,hindi
Khandaani Shafakhana,2019,136 min,4.0,1111,"comedy, drama",hindi
Streer Paona,1991,125 min,6.4,0,"drama, family",bengali
Triveni,1985,131 min,5.2,6,"crime, drama, mystery",hindi
Chand Sitare,1948,,6.4,0,unknown,hindi
Agni Pareeksha,1968,,6.4,0,unknown,malayalam
Thana Theke Aschi,2010,112 min,7.1,359,thriller,bengali
Bharya Vijayam,1977,,6.4,0,unknown,malayalam
Apartment: Rent at Your Own Risk,2010,97 min,3.5,230,"drama, mystery, thriller",hindi
Chila Sankethika Kaaranangalal,2021,78 min,6.4,0,comedy,malayalam
Raa...,2001,,7.9,31,romance,telugu
Bhootnath,2008,150 min,6.3,8314,"comedy, drama, family",hindi
Aamis,2019,107 min,8.0,1933,"drama, fantasy, horror",assamese
Vijay Tilak,2014,136 min,6.4,0,"action, drama",bhojpuri
5 Rupaiyaa,2018,,6.4,0,"short, war",nepali
Duplicate Sholay,2002,147 min,6.5,44,comedy,hindi
Palunku,2006,,6.4,277,drama,malayalam
Manmadha Samrajyam,1988,,6.4,0,unknown,telugu
Then maerku paruva kaatru,2010,125 min,7.0,222,"action, family",tamil
Bombay Crime,2001,,6.4,0,action,hindi
Banya Bapu,1977,,6.4,0,"comedy, family",marathi
Naag Lok,1957,,6.4,0,unknown,hindi
Daivasahayam Lucky Centre,1991,,6.4,0,unknown,malayalam
Facing the Giant Bees,2011,52 min,8.1,9,"documentary, adventure",nepali
Nawab Zada,1975,,6.4,0,unknown,punjabi
Kaathiruntha Kangal,1962,,6.2,14,unknown,tamil
Janani,1985,,6.4,0,drama,tamil
Saturday Sunday,2014,105 min,6.4,0,"action, crime, thriller",marathi
Baddimagan Lifu,2019,,6.4,0,drama,kannada
Ollavum Theeravum,1969,120 min,8.0,19,drama,malayalam
Babli,2018,,6.4,0,romance,bengali
Bhakta Kuchela,1961,165 min,6.4,0,unknown,hindi
Tere Ishq Nachaya,2010,122 min,2.4,8,romance,hindi
Biwi No. 2,2000,,5.9,59,romance,telugu
Monalisa: A Tale of Lost Innocence,2017,,6.4,0,drama,gujarati
Arakshaniya,1948,,6.4,0,drama,bengali
Scribbles on Akka,2000,60 min,6.4,0,drama,kannada
Oru Kochu Swapnam,1984,124 min,6.5,8,unknown,malayalam
Sambhu,2003,,6.4,0,action,telugu
Seema,1955,140 min,6.9,102,drama,hindi
Hungama,2006,150 min,6.4,58,"comedy, drama",bengali
Mashi,2020,,6.4,0,"crime, drama, thriller",malayalam
Mad_e in Bangladesh,2007,106 min,8.1,1910,"comedy, drama",bengali
Pournami Raavil,1985,,6.4,0,unknown,malayalam
Chorakku Chora,1985,,6.4,0,unknown,malayalam
Chal Kanvariya Shiv Ke Dham,1996,,6.4,0,drama,hindi
Ashirvadham,1972,,6.4,0,unknown,tamil
Toofan,1955,,6.4,0,unknown,urdu
Dongalu Baboi Dongalu,1984,,7.6,8,unknown,telugu
Sultan,1972,,6.4,0,musical,punjabi
Thavarina Runa,2011,,6.4,0,drama,kannada
Road King,2018,100 min,6.4,0,drama,kannada
Tarkata,2014,150 min,6.2,294,"crime, drama",bengali
Raat Ki Rani,1935,,6.4,0,unknown,hindi
Kanmashi,2002,,3.6,20,romance,malayalam
Jai Sena,2021,139 min,4.0,31,action,telugu
Vikalpam,2016,,6.4,0,drama,malayalam
Satarupa,1989,134 min,6.4,0,drama,bengali
Meri Bhabhi,1969,148 min,5.1,18,"drama, family",hindi
Amar Prem,1960,,7.2,6,unknown,hindi
Amruta,1999,,6.4,0,romance,hindi
Paapu,2020,,6.4,0,romance,kannada
Kumbh,2018,,6.4,0,drama,hindi
The Light: Swami Vivekananda,2013,117 min,7.6,9,"biography, history",hindi
Mumbai Salsa,2007,,4.8,182,"comedy, drama",hindi
Prem Pariksha,1934,,6.4,0,unknown,hindi
Puthiya Theerangal,2012,128 min,4.8,131,"comedy, drama",malayalam
Mannaseth,2017,136 min,6.4,0,comedy,marathi
Charlie Chaplin 2,2019,128 min,3.8,226,comedy,tamil
Matir Pahar,1959,,6.4,0,drama,bengali
Kavitha,2003,,6.4,0,comedy,malayalam
Ek Mati Anek Nati,1968,145 min,6.4,0,unknown,marathi
Cancerum Laingeekia Rogangalum,1981,,6.4,0,unknown,malayalam
Mehak Sugandh,2021,,6.4,0,drama,hindi
Shikar,1955,,6.4,0,unknown,hindi
Raama Raavanan,2010,116 min,5.1,10,drama,malayalam
Raitu Kutumbam,1971,152 min,6.4,0,drama,telugu
Sringkhal,2014,,6.4,0,drama,assamese
Classic Incantations,2012,,6.4,0,musical,hindi
Palay Khan,1986,145 min,6.5,48,"action, thriller",hindi
Sawat Majhi Ladki,1993,143 min,7.0,24,"drama, family",marathi
Vimala,1960,,6.4,0,drama,telugu
Yeh Ishq Sarfira,2015,,5.8,12,"action, thriller",hindi
Nawab Sirajuddaula,1967,131 min,7.6,183,"biography, drama, history",urdu
Tsunami 81,2007,,6.4,0,drama,hindi
Mahanadhi,1994,162 min,8.5,3404,"crime, drama",tamil
Jai Jagadeka Veera,2015,99 min,6.4,0,drama,telugu
Yeh Khoon Rang Layega,1970,,6.4,0,unknown,hindi
Fidaa,2018,148 min,4.9,163,drama,bengali
Rajane Wajavila Baja,1989,,6.1,7,unknown,marathi
99 Songs,2019,128 min,9.0,751,"musical, romance",hindi
Khooni Raat: The Bloody Night,2004,,6.4,0,horror,hindi
Pyar Jhukta Nahin,1985,135 min,6.3,172,"family, romance",hindi
Begaana,1963,,6.4,24,"drama, family",hindi
Doctor Love,2011,155 min,5.0,173,romance,malayalam
Police Lines Ek Purna Satya,2016,123 min,7.4,10,family,marathi
North Bank,2014,100 min,6.4,0,drama,hindi
Prema Pipasi,2020,142 min,7.6,102,romance,telugu
Owalini,2002,154 min,6.4,0,action,marathi
Ali Baba and 40 Thieves,1966,154 min,6.0,11,"adventure, fantasy, romance",hindi
Kannithai,1965,122 min,6.7,10,drama,tamil
Toilet: A Love Story,2017,155 min,7.2,18433,"comedy, drama",hindi
Money,1993,131 min,7.2,169,"action, comedy, drama",telugu
Ratnadeep,1951,,6.6,10,"drama, romance",hindi
Padayappa,1999,181 min,8.1,5892,"action, comedy, drama",tamil
Chandrakanta,1956,140 min,6.4,0,fantasy,hindi
Queens! Destiny of Dance,2011,112 min,5.4,10,"drama, musical",hindi
Ananda Bhairavi,1983,,8.4,42,"drama, family, musical",telugu
Staying Alive,2012,89 min,5.6,29,drama,hindi
Aadu Jeevitham,2022,,6.4,0,"adventure, biography, drama",malayalam
Silver Bangles,2017,15 min,6.4,0,"short, drama",nepali
Jai Bolo Telangana,2011,,6.7,57,history,telugu
Hirkani,2019,99 min,7.2,294,history,marathi
Ei to Jeebon,2017,90 min,8.6,20,"drama, family, musical",bengali
Sahi Dhandhe Galat Bande,2011,119 min,4.8,263,"action, comedy, drama",punjabi
Sahiba,1992,,5.3,7,unknown,urdu
Sati Sulochana,1961,,6.4,0,"drama, musical",telugu
Maa Ka Pyaar,1949,,6.4,0,unknown,hindi
Avanalli Ivalilli,2020,122 min,6.4,0,drama,kannada
Jodi Kagoje Lekho Naam,2009,117 min,6.4,0,"drama, romance",bengali
Carnival Pilgrims,2020,87 min,6.7,25,documentary,urdu
Jai Jai Durga Maa,1992,,6.4,0,drama,hindi
Raaz,1967,139 min,6.2,134,"thriller, mystery",hindi
Jallad,1956,,6.4,0,drama,hindi
Kiss Kiss Bang Bang,2017,98 min,6.4,0,"crime, romance, thriller",telugu
Miss Mallige,2014,,6.4,0,drama,kannada
