Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Amar Suhagin,1978,,6.4,0,unknown,hindi
Father Chitti Umaa Kaarthik,2021,,6.5,30,drama,telugu
Mr. India,1987,179 min,7.8,14265,"action, comedy, drama",hindi
Chukkan,1994,158 min,5.0,23,drama,malayalam
Kushthi,2006,,6.4,0,comedy,tamil
Bilu: A demon within,2017,128 min,7.1,133,"drama, fantasy",bengali
Leather Life,2015,118 min,6.5,10,drama,punjabi
Hum Tum Pe Marte Hain,1999,165 min,5.3,483,"comedy, drama, romance",hindi
Vaettiya Madichu Kattu,1998,,5.5,19,comedy,tamil
Nenu Nene Ramune,2018,105 min,6.4,0,drama,telugu
Laal Joda,2001,118 min,6.4,0,thriller,hindi
"Brakefail, The 4 mechanics",2010,,6.4,0,comedy,bengali
Borbaad,2014,140 min,5.4,197,"action, drama, romance",bengali
Meera Ke Girdhar,1992,,6.4,0,drama,hindi
Zehreeli,1977,,6.4,0,"action, crime, mystery",hindi
Champion Thomas,1990,107 min,5.6,8,comedy,malayalam
Maa Daivam,1976,,6.4,0,musical,telugu
Aaj Sandhyay,1954,,6.4,0,unknown,bengali
Saanjhbatir Roopkathara,2002,120 min,6.2,145,"drama, family",bengali
Utkarsha,1990,,6.4,0,unknown,kannada
Manasa,2013,,6.4,0,drama,kannada
Ladki Sahyadri Ki,1966,,5.0,9,"musical, drama",hindi
Darshan: The Embrace,2005,92 min,6.4,184,documentary,malayalam
Johra Bai,2000,,6.4,0,action,hindi
Har Har Byomkesh,2015,113 min,6.8,852,"action, thriller",bengali
Chaalbaaz Leader,1970,,6.4,0,drama,hindi
Prithvi,1994,,8.3,6,unknown,nepali
Nistaran,2019,92 min,6.4,0,drama,hindi
Do Haath 100 Bandooken,1974,,6.4,0,action,hindi
Ruby,1986,,6.4,0,drama,urdu
Sabak,1950,,6.4,0,unknown,hindi
Ostittey Amar Desh,2007,,7.6,9,war,bengali
Naadham,1983,,6.4,0,unknown,malayalam
Salawati,2008,82 min,6.4,0,drama,tamil
Armaan,2013,140 min,6.8,43,"comedy, drama, romance",oriya
Purano Bullet,2019,,6.4,0,drama,nepali
Vinayakudu,2008,133 min,7.2,79,"comedy, romance",tamil
Jalladon Ka Jallad,2004,,6.4,0,action,hindi
Bhinna,2019,95 min,7.4,28,thriller,kannada
Adhu,2004,,6.4,0,drama,tamil
Virodhi,2011,,6.6,34,drama,telugu
Umno O Jhumno,1975,,6.4,0,drama,bengali
Anokha Aspatal,1989,91 min,6.8,12,comedy,hindi
Dhill,2001,158 min,7.0,789,"action, drama",tamil
Mudhal Idam,2011,145 min,6.4,0,"comedy, romance",tamil
Mangaata,2016,107 min,6.4,0,drama,kannada
Hiro Ghoghe Jai Avyo,1983,,6.4,0,comedy,gujarati
Savidham,1992,,6.3,14,romance,malayalam
Aavartan,2021,116 min,6.4,0,musical,hindi
Itihaas Konna,2000,125 min,6.4,0,war,bengali
"I, Me aur Main",2013,108 min,4.6,1807,"comedy, drama, musical",hindi
Envazhi Thani Vazhi,2015,130 min,3.4,19,action,tamil
Saya E Khuda E Zuljalal,2016,105 min,6.9,129,"action, drama, history",urdu
Marg,1996,88 min,6.4,0,drama,bengali
Irada,1971,,6.4,0,romance,hindi
Hind Ki Wali,1978,,6.4,0,drama,hindi
Parichay,1941,141 min,6.4,0,drama,bengali
Sai V/S I,2017,,6.4,0,unknown,hindi
Teri Yaad,2021,3 min,6.4,0,"short, romance",urdu
Ajji,2017,104 min,6.9,939,drama,hindi
Golmaal,2003,130 min,7.0,595,comedy,telugu
Bangalore Bhootha,1975,,6.4,0,unknown,kannada
 Mann Mayal,2016,,8.1,35,"drama, romance",oriya
The Sound of One Leg Dancing,2011,30 min,6.4,0,"documentary, short, drama",nepali
"Right Here, Right Now",2003,28 min,7.9,209,"short, comedy, drama",malayalam
Raja Thandiram,1984,,7.2,5,unknown,tamil
Raaste Kaa Patthar,1972,133 min,5.7,83,"drama, romance",hindi
Diste Tasa Naste,1956,,6.4,0,unknown,marathi
Pyaar Hi Pyaar Mein,2003,,7.2,10,"drama, romance",urdu
Awaragardi,1990,,5.4,8,action,hindi
Ammaleni Puttinellu,1996,,6.4,0,family,telugu
Bharat Ke Shaheed,1972,,6.4,0,"drama, history",hindi
Lucky: No Time for Love,2005,180 min,4.7,3276,"musical, drama, romance",hindi
Kalyug,1981,152 min,7.8,493,drama,hindi
Jadui Ratan,1947,,6.4,0,"action, fantasy",hindi
Theeviram,2020,108 min,5.5,22,"drama, thriller",tamil
Kalu,1987,,6.4,0,unknown,punjabi
Bhoomiyile Malakha,1965,,6.4,0,unknown,malayalam
Kavi,1949,151 min,7.5,10,drama,bengali
Poovarasan,1996,136 min,4.9,29,unknown,tamil
Thacholy Thankappan,1984,,6.4,0,unknown,malayalam
Phir Aayee Barsat,1985,,7.8,6,romance,hindi
Loh Purush,1999,,5.3,15,action,hindi
Jollad,1998,,6.4,0,action,bengali
Idhem Pellaam Baaboy,1990,136 min,6.4,0,unknown,telugu
Neerum Neruppum,1971,,6.6,25,unknown,tamil
Police Custody,1995,,6.4,0,action,hindi
Durga Aali Ghara,1996,,6.4,0,drama,marathi
Chirodini Tumi Je Amar,2008,180 min,6.7,367,romance,bengali
Talismi Jazeera,1992,,5.3,6,unknown,urdu
Asees,2018,127 min,7.5,191,drama,punjabi
Superstar Kidnap,2015,120 min,6.6,631,thriller,telugu
Kutty Srank: The Sailor of Hearts,2009,127 min,7.0,494,drama,malayalam
Thiranthidu Seese,2015,123 min,6.5,26,"drama, thriller",tamil
Plaza Miranda,1971,,6.4,0,unknown,telugu
Before You Go-Love,2020,52 min,6.4,0,"drama, romance",hindi
Yalgaar,1992,192 min,5.4,413,"action, drama, thriller",hindi
Naani,2004,155 min,5.3,1150,romance,telugu
Nausherwan-E-Adil,1957,137 min,6.4,17,"action, adventure, drama",oriya
Lovers,1983,,4.7,27,"comedy, drama, romance",hindi
The Porter,1999,,6.4,0,unknown,malayalam
Sringara Velan,2013,170 min,3.2,217,comedy,tamil
Unmaye Un Vilai Enna,1976,,6.4,0,unknown,tamil
Panakkara Penn,1976,,6.4,0,drama,tamil
Nafrat,1987,,6.4,0,action,hindi
Amar Jonmobhumi,1973,,6.4,0,war,bengali
Chand Sa Roshan Chehra,2005,120 min,4.8,52,romance,hindi
Seasons Greeting,2019,47 min,5.4,24,drama,hindi
Raja Veetu Kannukutti,1984,127 min,6.4,0,unknown,tamil
Premleela,2019,,6.4,0,romance,nepali
Jarasandha,1938,,6.4,0,"musical, drama",telugu
Raman Abdullah,1997,,5.3,15,unknown,tamil
Maruthanattu Ilavrasi,1950,,7.4,5,unknown,tamil
Jalpari: The Desert Mermaid,2012,94 min,7.1,371,"drama, family, mystery",hindi
Sandhya,1969,,6.4,0,unknown,malayalam
Prem Rahasya,1981,,6.4,0,romance,hindi
Dandam,2019,150 min,8.1,15,action,marathi
Meenathil Thalikettu,1998,,6.6,237,"comedy, drama, family",malayalam
Oru Naal Iravil,2015,134 min,6.8,143,"drama, thriller",tamil
Phata Poster Nikhla Hero,2013,146 min,4.8,4423,"action, comedy",hindi
Chintamani,1956,158 min,6.4,0,drama,telugu
Billoo Baadshah,1989,148 min,4.6,39,"action, crime, drama",hindi
Prem Geet 2,2017,138 min,7.4,113,"drama, romance",nepali
Asthikkoru Aanum Asaikku Oru Ponnum,1962,,6.4,0,romance,tamil
Istam,2001,150 min,5.8,37,romance,telugu
Nattukoru Nallavan,1959,,6.4,0,unknown,tamil
Khawaja Ki Diwani,1981,133 min,6.4,0,unknown,hindi
Kathayariyathe,1981,122 min,6.4,0,drama,malayalam
Tomake Chai,2017,121 min,5.3,91,romance,bengali
Fariyaad,1942,,6.4,0,unknown,hindi
Shoonya,2020,,6.4,0,drama,hindi
Singara Chennai,2004,109 min,6.4,0,drama,tamil
Baji,1963,125 min,7.5,10,unknown,oriya
8MM Bullet,2018,146 min,7.0,64,crime,kannada
Sesham Kazhchayil,1983,,6.3,20,drama,malayalam
Sher-e-Azam,2002,,6.4,0,unknown,punjabi
Suppryaputhran,1998,,5.9,9,unknown,malayalam
Nam Naadu,2007,160 min,4.0,18,"action, crime, drama",tamil
Drishyam,2013,160 min,8.3,34691,"crime, drama, thriller",malayalam
Hum Tumhe Yaad Aayenge,2000,,6.4,0,romance,hindi
Kaalai,2008,128 min,3.3,113,action,tamil
My School,2018,,6.4,0,unknown,malayalam
Kirayadar,1986,146 min,6.3,75,"comedy, drama",hindi
Aliya Basu Gayab Hai,2020,,6.4,0,drama,hindi
Vazhi Piranthadu,1964,,6.4,0,unknown,tamil
Yaar Yaaro Ghorimele,2018,128 min,6.4,0,drama,kannada
Dost Asava Tar Asa,1978,,8.2,9,unknown,marathi
Bhagyawan,1953,,6.4,0,"drama, family",hindi
Ae phansaa,2008,,6.4,0,comedy,hindi
Bhalai,1943,,6.4,0,unknown,hindi
Jhalli,1973,,6.4,0,unknown,punjabi
Post Master,1955,,6.4,0,unknown,hindi
Jadui Putli,1946,,6.4,0,unknown,hindi
Ladtar,2021,,6.4,0,drama,marathi
Ali the Blind Boxer,2019,,6.4,0,drama,hindi
Panaah,2015,15 min,7.6,11,"short, crime, drama",urdu
Sonali Cable,2014,127 min,5.4,970,"comedy, drama",hindi
Chitradurgada Onake Obavva,2019,,6.4,0,history,kannada
Bombay to Bangkok,2008,120 min,4.6,415,"comedy, crime, romance",hindi
Sandya My Love,2001,,6.4,0,unknown,malayalam
Nandini Oppol,1994,125 min,5.2,11,unknown,malayalam
Balanagamma,1981,,4.8,11,unknown,telugu
Aaghaat,2010,130 min,8.0,39,drama,marathi
Acharam Ammini Osaram Omana,1977,,5.1,9,"comedy, drama",malayalam
Durga Pooja,1962,,6.4,0,drama,hindi
Endharoo Mahanubhavulu,2018,,6.4,0,unknown,telugu
Nirahua Rickshawwala,2010,165 min,6.4,0,drama,bhojpuri
Prakasan,2017,84 min,6.4,0,drama,malayalam
Kumkuma Thanda Saubhagya,1985,,6.4,0,unknown,kannada
Aiven Raula Pai Gaya,2012,153 min,5.4,102,"comedy, drama, musical",punjabi
Naariya Seere Kadda,2010,136 min,6.4,0,drama,tamil
O' Faby,1993,,7.2,59,"animation, drama, family",malayalam
Mysore Mallige,1991,,7.8,62,drama,kannada
Vaare Vah,2010,133 min,6.4,0,drama,kannada
Son Of Manjeet Singh,2018,139 min,7.8,255,"comedy, drama, sport",punjabi
Night in London,1967,,6.6,37,"action, drama, thriller",hindi
M.L.A.,1957,,6.4,0,unknown,telugu
Poothumbium Poovalanmarum,1997,,3.6,5,unknown,malayalam
Ek Hoti Rani,2016,137 min,6.4,0,romance,marathi
Dahleez,1986,161 min,5.3,50,"action, drama",hindi
Mujrim,1944,,6.4,0,unknown,hindi
Rowdy Cheetah,2001,,7.3,16,action,hindi
Air Mail,1960,,6.4,0,drama,hindi
Nuvve Naa Bangaram,2014,,6.4,0,drama,telugu
Heropanti 2,2021,,6.4,0,action,hindi
Meera Shyam,1976,,6.4,0,"drama, fantasy",hindi
Chhota Bheem in the Incan Adventure,2013,65 min,6.5,22,"animation, adventure, fantasy",telugu
Thirbokigalu,2018,,6.4,0,romance,kannada
The Life Zindagi,2011,,6.4,0,"drama, romance",hindi
Munna,2007,167 min,5.6,863,action,telugu
Sanchu,2008,,6.4,0,drama,kannada
Ladki Badnaam Si,1991,,6.4,0,thriller,hindi
Melnattu Marumagal,1975,,5.6,22,"drama, romance",tamil
Ek Kulti Ek,2013,,4.6,22,family,marathi
Shaadi Se Pehle Aur Shaadi Ke Baad,1989,87 min,6.4,0,drama,hindi
Bhanta,2008,154 min,7.1,8,drama,kannada
The Motorcycle Man,2020,100 min,6.4,0,mystery,hindi
Thayi Thangai Pasam,1995,,4.9,8,unknown,tamil
Daal Me Kala,1964,128 min,6.0,21,"comedy, drama",hindi
Khatarnaak,1990,223 min,5.3,80,"action, crime, drama",hindi
My Brother My Enemy,2005,43 min,6.4,0,"documentary, short",urdu
Gaban,1966,169 min,6.9,39,"crime, drama, romance",bhojpuri
Ilzam,1970,133 min,6.4,0,"action, crime, drama",hindi
A Gift of Love: Sifar,2019,95 min,8.0,29,"drama, romance",hindi
Adivaram,1997,,6.4,0,unknown,malayalam
Dhaka 86,1988,,8.1,23,drama,bengali
Lubna,1982,,6.4,0,"drama, family, romance",hindi
Yeh Friendship,2014,98 min,6.4,0,action,urdu
Paapi - Ek Satya Katha,2013,115 min,3.8,27,crime,bengali
Oor Mariyathai,1992,148 min,6.4,0,drama,tamil
Prem Ki Ganga,1971,,6.4,0,romance,hindi
Khatta Meetha,2010,157 min,5.7,9698,"comedy, crime, drama",hindi
Karimpin Poovinakkare,1985,127 min,7.1,68,"action, crime, drama",malayalam
Saradha Bullodu,1996,,4.8,32,"comedy, drama",telugu
Kasaba,2016,137 min,4.7,1149,"action, crime, thriller",telugu
Gubbi Mele Bramhastra,2019,143 min,5.0,119,comedy,kannada
Pathmatheertham,1978,,6.4,0,unknown,malayalam
Paakanum Pola Irukku,2017,,6.4,0,"drama, romance",tamil
Private Practice,2011,146 min,6.4,0,drama,bengali
Je Nodi Morupothay,1961,,6.4,0,drama,bengali
My Friend's Dulhania,2017,87 min,6.4,26,romance,hindi
Sajan Ka Dard,1995,,6.4,0,romance,hindi
Karunamoyee,1978,,6.4,0,drama,hindi
Bajrangachi Kamaal,1994,,7.1,17,unknown,marathi
Uzhavan Magan,1987,,8.4,8,unknown,tamil
Tejimola,1967,,6.4,0,unknown,assamese
Bhoyanok Songghorso,2002,,7.0,6,action,bengali
Aalkoottathil Oruvan,2020,110 min,6.4,0,"action, drama, thriller",malayalam
Butterfly (colors of love),2018,,6.4,0,thriller,nepali
Inspector Balram,1991,143 min,6.9,335,"action, drama, thriller",malayalam
#Yaaram,2019,110 min,4.4,34,"comedy, romance",hindi
Ponmaalai Pozhudhu,2013,135 min,4.9,26,romance,tamil
Kabuliwala,1993,,6.9,228,"comedy, drama, romance",malayalam
Khan,2017,,6.4,0,drama,urdu
Gaaju Bommalu,1983,131 min,6.4,0,drama,telugu
The Jinx,2017,118 min,6.0,12,thriller,hindi
Shuruaat,1993,135 min,6.4,0,"drama, romance",hindi
Rab Ton Sohna Ishq,2013,140 min,6.4,0,action,punjabi
Josettante Hero,2012,129 min,3.6,21,drama,malayalam
Neel Kamal,1947,116 min,7.7,75,"drama, musical, romance",hindi
Mujhe Insaaf Chahiye,1983,133 min,6.5,45,"drama, romance",hindi
Mirza Juuliet,2017,130 min,4.1,100,drama,hindi
Swarnakamalam,1988,143 min,7.9,448,"drama, musical, romance",telugu
Chan Badshah (Chan gujjar),2007,,6.4,0,unknown,punjabi
Badi Didi,1939,128 min,6.4,0,unknown,hindi
Jawab,1995,,4.2,43,"action, drama, romance",hindi
Ichchhaye Hazar,2000,,6.4,0,thriller,hindi
City Life,2015,,6.4,0,comedy,telugu
Deadly Affair,2020,97 min,4.2,6,mystery,kannada
Raghuveera,2018,163 min,6.4,0,drama,kannada
Yaariyan,2008,164 min,6.2,68,"comedy, drama, musical",punjabi
Mangal Dada,1986,,6.4,0,"action, drama",hindi
A Yellow Bird,2016,112 min,5.5,190,drama,tamil
Madhura Naranga,2015,155 min,6.1,301,"drama, family, romance",malayalam
Panchavadi Palam,1984,140 min,7.9,327,comedy,malayalam
Kalua Bhail Sayan,2012,,6.4,0,drama,bhojpuri
Tobou Bhalobashi,2013,,3.6,12,action,bengali
Agun Niye Khela,1967,,6.4,0,drama,bengali
Nippu,2012,159 min,3.9,327,"action, comedy, drama",telugu
Pune Via Bihar,2014,128 min,4.6,15,romance,marathi
Bijli,1986,,6.4,0,"action, crime, drama",marathi
Seenu,1999,,5.6,174,romance,telugu
Mundri,1949,,6.4,0,unknown,punjabi
Bulandi,2000,175 min,5.4,624,"action, drama",hindi
Khilona,1970,160 min,7.2,324,"drama, musical, romance",hindi
Mayakkazhcha,2008,136 min,6.4,0,"drama, mystery",malayalam
Rektha Sakshikal Zindabad,1998,145 min,5.8,138,"action, drama",malayalam
Panihari,1946,,6.4,0,unknown,hindi
Sharafat Gayi Tel Lene,2015,108 min,4.9,272,"comedy, drama, mystery",hindi
Bedhadak,2018,126 min,4.8,5,"action, drama, sport",marathi
Bommalattam,1968,165 min,6.6,18,unknown,tamil
Arab Ka Saudagar,1956,,6.4,0,drama,hindi
Daku Aur Police,1992,,6.4,0,unknown,hindi
Abhinoy,1938,,6.4,0,drama,bengali
Subbu,2001,,4.4,309,drama,telugu
Honey the Young Girl,2018,,6.4,0,"short, family",malayalam
Mamta,1977,,6.4,0,drama,hindi
Karunthel Kannayiram,1972,,6.4,0,unknown,tamil
Ksheera Sagara,1992,132 min,6.4,0,unknown,kannada
Arohi,1965,124 min,7.2,12,drama,bengali
Justice Rudramadevi,1990,126 min,6.4,0,drama,telugu
Meerabai,1940,,6.4,0,unknown,telugu
Professor Janaki,1983,,6.4,0,unknown,malayalam
Tu Hi Kaali Tu Hi Durga,1976,,6.4,0,drama,hindi
Badla,2004,,6.4,0,"action, drama",hindi
Soorakathu,2017,,6.4,0,unknown,tamil
Harud,2010,96 min,6.4,218,drama,oriya
Agni Pareeksha,1970,,2.7,10,unknown,telugu
Khoonkar Darinde,2000,,6.4,0,horror,hindi
Maa intiki Randi,1983,125 min,6.4,0,drama,telugu
Shoot on Sight,2007,110 min,6.1,1614,"crime, drama, thriller",urdu
Pattampoochi,1975,148 min,6.4,0,"drama, romance",tamil
Kurmaiyan,2018,132 min,5.6,33,"comedy, drama, family",punjabi
Thanga Kalasam,1988,116 min,6.4,0,unknown,tamil
Nivuru,2018,132 min,6.4,0,drama,telugu
Chhakka Panja 3,2018,145 min,4.9,180,comedy,nepali
Unmanned: America's Drone Wars,2013,63 min,7.5,82,"documentary, war",urdu
Aatagara,2015,129 min,8.0,458,"mystery, romance, thriller",kannada
Kil Kil Mera Naa,1976,,6.4,0,unknown,punjabi
Rasaleela,2012,,6.4,0,romance,malayalam
Dal: The Gang,2001,,5.5,6,action,hindi
U kathe hero,2018,118 min,6.8,41,"action, thriller",telugu
Vijaypath,2015,135 min,6.4,0,drama,bhojpuri
Amudha,1975,,6.4,0,drama,tamil
Shree Swosthani,1994,,6.4,0,drama,nepali
Aangan,1959,,6.6,31,"music, romance",hindi
Veer Babruwahan,1950,,6.4,0,unknown,hindi
Heropanti,2014,146 min,5.3,8222,"action, romance",hindi
Bhim Garjana,1989,,6.4,0,drama,hindi
Ko Afno Redux,2021,140 min,6.4,0,drama,nepali
Mee Intikosthe Emistaaru Maa Intikoste Emi Testaaru,2004,150 min,6.4,0,drama,telugu
Satyameva Jayate 2,2021,122 min,6.4,0,"action, crime, drama",hindi
Preethse,2000,155 min,7.7,26,thriller,kannada
Pitribhumi,2007,,7.0,43,drama,bengali
Barah Aana,2009,97 min,6.8,1145,"comedy, crime, drama",hindi
Chhakke Panje,1987,,6.5,13,comedy,marathi
Aamne Samne,1982,143 min,6.4,53,"action, crime, drama",hindi
Nirupedalu,1954,163 min,6.4,0,unknown,telugu
Dheepan,2015,115 min,7.2,14676,"crime, drama",tamil
Stage,1951,,6.4,0,unknown,hindi
Sharmeelee,1971,164 min,7.0,151,"mystery, musical, romance",hindi
Sinhal Dweep Ki Sundari,1960,,6.4,0,fantasy,hindi
Indrajith,1990,130 min,6.7,16,action,telugu
Rukuni Koina,2018,,6.4,0,drama,assamese
Leela,2019,,6.4,0,drama,bengali
Control 'C',2016,,6.4,0,horror,telugu
Football Champion,1973,,6.8,6,unknown,malayalam
Gajendra,2013,,6.4,0,action,kannada
Kathai Kathayam Karnamam,1987,135 min,6.4,0,drama,tamil
Desh Re Joya Dada Pardesh Joya,1998,167 min,7.4,21,drama,gujarati
Ahista Ahista,2006,122 min,7.0,1474,"drama, romance",hindi
Puratchi Thalaivi,2021,,6.4,0,biography,tamil
Keemti Aansoo,1935,154 min,6.4,0,unknown,hindi
Lipstick Under My Burkha,2016,117 min,6.8,6288,"comedy, drama",hindi
Teefa In Trouble,2018,155 min,7.2,3307,"action, comedy, crime",urdu
Bhulokamlo Yamalokam,1966,143 min,6.4,0,fantasy,telugu
Aagamanam,1980,,6.4,0,unknown,malayalam
Not Only Mrs. Raut,2003,,7.9,53,unknown,marathi
Nasoor,1985,,6.2,11,drama,hindi
Kodalu Pilla,1972,144 min,6.4,0,musical,telugu
Sarapanjaram,1979,,6.7,23,"action, drama, thriller",malayalam
Manzoor,1949,,6.4,0,"drama, romance",hindi
Idam,2019,83 min,6.4,0,drama,malayalam
Irattaival Kuruvi,1987,,7.0,76,unknown,tamil
Mundadugu,1983,151 min,5.8,20,"action, drama",telugu
Charuseela,2016,,5.7,19,thriller,telugu
Preet Ka Daman,2021,,6.4,0,family,bhojpuri
Duniyadari,2013,142 min,7.4,1551,drama,marathi
Navelru... Half Boiled,2019,118 min,7.6,36,drama,kannada
Mohana,2018,104 min,6.4,0,comedy,tamil
Sasinas,1995,103 min,6.4,0,unknown,malayalam
Man Samman,1993,152 min,6.4,0,drama,bengali
Baysabro,2015,6 min,6.4,0,"short, adventure",urdu
Daava,1997,145 min,4.5,562,"action, drama, romance",hindi
Kharidaar,1978,,6.4,0,drama,hindi
Sabar,1996,,6.4,0,drama,hindi
Saavi,1985,125 min,4.9,7,thriller,tamil
Aap Mujhe Achche Lagne Lage,2002,180 min,3.1,2330,"action, drama, romance",hindi
Izzat Aabroo,2005,,6.4,0,thriller,hindi
Vrindavanam,1974,,6.4,0,unknown,malayalam
Mafia,1996,128 min,5.0,59,action,hindi
Bandhur Path,1949,,6.4,0,unknown,bengali
Kamsin,1992,,6.4,0,romance,hindi
Mulaqat,2020,,6.4,0,"short, musical",urdu
Arjun V/S Destiny,2009,46 min,6.4,0,mystery,hindi
Radha Enna Pennkutti,1979,,6.4,0,unknown,malayalam
Hate Story 3,2015,126 min,4.5,2996,"drama, thriller",hindi
Pingami,1994,138 min,7.4,484,"action, comedy, drama",malayalam
Shehjar,2019,120 min,6.4,0,"adventure, drama, mystery",hindi
Itihaas,2002,155 min,7.1,58,"action, crime, drama",bengali
Aankhon Aankhon Mein,1978,,6.4,0,drama,urdu
Majanu,2001,149 min,6.4,0,drama,kannada
Mol,2015,,7.4,9,drama,oriya
Arjun Dada,1993,,6.4,0,action,hindi
Mere Meharban,1992,,6.4,0,romance,hindi
Thendral Varum Theru,1994,138 min,6.4,0,unknown,tamil
Kamaladalam,1992,154 min,7.9,475,"drama, musical",malayalam
Nodijon,2015,127 min,8.1,12,drama,bengali
Pachtawa,1996,,6.4,0,action,punjabi
Muqabla,1941,,6.4,0,drama,hindi
Rann,2010,137 min,6.9,2449,"drama, mystery, thriller",hindi
Maan Gaye Ustaad,1981,,6.0,16,drama,hindi
Katha,1983,141 min,7.8,1088,"comedy, drama",hindi
Ek Je Chhilo Bagh,1973,,6.4,0,drama,bengali
Dui Nari,1963,86 min,6.4,0,drama,bengali
Modalatedi,1955,165 min,6.4,0,unknown,kannada
Eri Naam Dosti,2001,156 min,6.1,9,"action, drama, romance",bengali
Bhukler Sheshey,1952,,6.4,0,unknown,bengali
Login,2012,125 min,6.1,99,"drama, thriller",hindi
Ishq Ho Gaya Mamu,2008,100 min,6.4,0,comedy,hindi
Balika Badhu,1976,111 min,7.0,221,"comedy, drama, romance",hindi
Dheuer Pare Dheu,1962,100 min,6.4,0,drama,bengali
Stand By,2011,,6.3,25,"drama, sport, thriller",gujarati
Twinkle Twinkle Little Star,2005,,5.1,7,fantasy,malayalam
'D',2005,107 min,6.8,1181,"crime, drama, thriller",hindi
Filhaal...,2002,151 min,5.5,241,"drama, romance",hindi
Hum Panchi Ek Daal Ke,2003,,5.1,14,"adventure, fantasy",hindi
Shaheed,1962,125 min,6.4,0,unknown,urdu
Saajan Chale Sasural 2,2016,122 min,6.4,0,drama,bhojpuri
Bhuvana Sundari Katha,1967,155 min,5.5,8,"action, adventure, drama",telugu
Siyaah..,2013,115 min,5.6,122,"horror, thriller",urdu
Raksha Bandhan,2021,,6.4,0,"drama, family",hindi
Hee Porgi Kunachi,2006,130 min,5.9,16,"comedy, drama",marathi
Nila,1994,,6.4,0,drama,tamil
"Ami, Yasin Ar Amar Madhubala",2007,115 min,6.3,55,drama,bengali
VEERAPPATHAKKAM,1994,150 min,6.4,0,drama,hindi
Jenma Natchathiram,1991,117 min,6.2,5,drama,tamil
Sangham,1988,129 min,6.7,148,"comedy, drama",malayalam
Jayjaykar,2014,,8.3,10,drama,marathi
Sun Sajna,1982,138 min,6.3,21,"drama, family, romance",hindi
Pak Daman,1940,,6.4,0,unknown,hindi
Meenamasathile Sooryan,1985,117 min,6.0,6,drama,malayalam
Uyirmel Aasai,1967,,6.4,0,unknown,tamil
Paisa Yaar N Panga,2014,,5.9,18,comedy,punjabi
The Life Kung-Fu,2012,,6.4,0,action,hindi
Achal Rahe Suhaag,2012,221 min,6.4,0,thriller,bhojpuri
Haami,2018,133 min,8.0,1045,drama,bengali
Chanda Aur Bijli,1969,137 min,4.8,16,drama,hindi
Pralhad,1952,65 min,6.4,0,drama,bengali
Shakti Leelai,1972,163 min,6.4,0,fantasy,tamil
@Andheri,2014,116 min,4.0,10,"action, crime, thriller",malayalam
Sacha Jhoota,1974,,6.4,0,unknown,urdu
Sudhu Tomaree Pratiksha,2018,106 min,6.4,0,drama,bengali
Rani Kuthir Baki Itihash,2006,96 min,6.5,46,mystery,bengali
Rachna No Dabbo,2017,138 min,6.9,9,romance,gujarati
Khaidi Kalidasu,1977,141 min,8.3,29,"action, drama",telugu
Sannaham,1985,,6.4,0,unknown,malayalam
Kokila,1937,,6.4,0,unknown,hindi
Duniya,1968,,7.1,60,"crime, drama",hindi
Ishq Rog,1988,,6.4,0,unknown,punjabi
KTM,2021,,6.4,0,drama,kannada
360 Degree,2014,,6.4,0,short,malayalam
Sohag,1940,,6.4,0,unknown,hindi
Hum Tumhare Hain Sanam,2002,174 min,5.4,6508,"drama, romance",hindi
Kalagi Tura,1955,,6.4,0,musical,marathi
Kattu Kuthira,1990,,7.7,39,drama,malayalam
Jalsa Rayudu,2020,,6.4,0,action,telugu
Mohabbat Ki Kasam,1986,,5.8,12,"action, drama",hindi
Mundu,1983,,6.4,0,drama,hindi
Jau Tithe Khau,2007,125 min,7.0,41,comedy,marathi
Pasam,1962,,7.5,10,unknown,tamil
Jionde Aan,2018,,6.4,0,thriller,punjabi
My Birthday Song,2018,95 min,5.5,254,thriller,hindi
Samsara,2019,,6.5,8,thriller,bengali
Tatamma Kala,1974,158 min,8.2,52,drama,telugu
The Power of Woman: Tezaab,2004,,6.4,0,action,hindi
Dharti Mata,1938,165 min,6.4,0,drama,hindi
Kakababur Protyaborton,2021,,6.4,0,"action, adventure, crime",bengali
Chath: A Roof Without Walls,2007,93 min,6.4,0,"drama, thriller",hindi
Lacchimdeviki O Lekkundi,2016,107 min,5.1,42,"comedy, thriller",telugu
Rani Chandravati,1968,,6.4,0,drama,hindi
Kirti,1942,,6.4,0,unknown,hindi
Naag Laxmi: The Protector,2001,,6.4,0,fantasy,hindi
Case No 130/2016,2018,102 min,6.4,0,drama,kannada
David and Goliath,2013,,4.3,68,drama,malayalam
Housefull,2010,144 min,5.4,12948,comedy,gujarati
Saaya,2003,135 min,5.8,899,"drama, fantasy, mystery",hindi
Fishy,2019,,6.4,0,"sci-fi, thriller",bengali
Bansaria,1949,,6.4,0,unknown,hindi
Naan Sirithaal,2020,139 min,5.3,521,"comedy, drama",tamil
Shubhamkaroti,1993,,6.4,0,unknown,marathi
Shehnai,1968,,6.4,0,unknown,urdu
